Cruise,Station,gear_tow,Fish_num,FishFamily,FishSpecies,ID_confirmation,GeneticID,Flash_frozen,DissectionDate_MMDDYYYY,Photo_ID,SL_mm,FL_mm,TL_mm,Wt_g,TGW_g,EGW_g,Gut_MB,Gut_V.ID,SIA,FishBarcoding,Prey_Num,Spp_LowestTaxon,Obs_Length,Magnification,Actual_Length_mm,TotalNumPrey,TotalPrey_gut,Gut MorphID_date_MMDDYYYY,Swim_Bladder,Gonads,Gonad_wt(g),Sex,Gonad_preservative,Head,Comments,Comments_postDissection,Gut_comments,Prey_Comments
HB1907,2,MWT3,290,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,NA,Y,6/15/2020,8086-87,NA,NA,515,28.73,0.51,NA,N,Y,Y,Y,NA,Empty,NA,NA,NA,0,0,07/01/2020,NA,Y,0.36,NA,NA,Y,Not sure I got all the gonads.,NA,Gut black and in several pieces in jar. ,NA
HB1907,2,MWT5,291,Stomiidae,Chauliodus sloani,Yes - visually PEC,NA,Y,6/15/2020,8088,166,NA,NA,9.86,0.22,NA,N,Y,Y,N,NA,Empty,NA,NA,NA,0,0,07/01/2020,NA,Y,0.22,NA,NA,Y,Didn't keep body. Didn't look like much in gut.,NA,Gut white/clear,NA
HB1907,2,MWT1,350,Bathylagidae,Bathylagichthys greyae,Yes - visually PEC,NA,Y,6/16/2020,8126,121,NA,NA,18.57,0.6,NA,N,Y,N,Y,NA,UnknownSoft,NA,NA,NA,11,14,06/26/2020,NA,Y,0.34,F,E,Y,Dorsal rays 12,NA,"gut black with rearfacing ""teeth"" shaped lobes on inside of gut, see hardcopy for drawing.",NA
HB1907,2,MWT1,350,Bathylagidae,Bathylagichthys greyae,Yes - visually PEC,NA,Y,6/16/2020,8126,121,NA,NA,18.57,0.6,NA,N,Y,N,Y,NA,Chaetognatha,NA,NA,NA,1,14,06/26/2020,NA,Y,0.34,F,E,Y,Dorsal rays 12,NA,"gut black with rearfacing ""teeth"" shaped lobes on inside of gut, see hardcopy for drawing.",NA
HB1907,2,MWT1,350,Bathylagidae,Bathylagichthys greyae,Yes - visually PEC,NA,Y,6/16/2020,8126,121,NA,NA,18.57,0.6,NA,N,Y,N,Y,NA,Pleuromamma,NA,NA,NA,2,14,06/26/2020,NA,Y,0.34,F,E,Y,Dorsal rays 12,NA,"gut black with rearfacing ""teeth"" shaped lobes on inside of gut, see hardcopy for drawing.",NA
HB1907,2,MWT1,360,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,6/16/2020,8139-8142,67,NA,83,4.01,0.26,NA,N,Y,Y,Y,NA,Ostracod,NA,NA,NA,1,7,06/25/2020,NA,Y,0.16,NA,NA,Y,"Counted 14 gill rakers, plus luminous scales, confident on ID.",NA,"A lot of highly digested material, unable to identify parts, gut black",NA
HB1907,2,MWT1,360,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,6/16/2020,8139-8142,67,NA,83,4.01,0.26,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,3,7,06/25/2020,NA,Y,0.16,NA,NA,Y,"Counted 14 gill rakers, plus luminous scales, confident on ID.",NA,"A lot of highly digested material, unable to identify parts, gut black",NA
HB1907,2,MWT1,360,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,6/16/2020,8139-8142,67,NA,83,4.01,0.26,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,1,7,06/25/2020,NA,Y,0.16,NA,NA,Y,"Counted 14 gill rakers, plus luminous scales, confident on ID.",NA,"A lot of highly digested material, unable to identify parts, gut black",NA
HB1907,2,MWT1,360,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,6/16/2020,8139-8142,67,NA,83,4.01,0.26,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,2,7,06/25/2020,NA,Y,0.16,NA,NA,Y,"Counted 14 gill rakers, plus luminous scales, confident on ID.",NA,"A lot of highly digested material, unable to identify parts, gut black",NA
HB1907,3,MWT9,387,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,6/16/2020,8169,176,NA,NA,19.08,0.46,NA,N,Y,Y,N,NA,UnknownSoft,NA,NA,NA,1,1,06/25/2020,NA,Y,0.16,NA,NA,Y,NA,worm parasite found on outside of gut,"gut black, very fatty/oily",NA
HB1907,2,MWT3,388,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,NA,Y,6/16/2020,8170,NA,NA,372,7.54,0.17,NA,N,Y,Y,N,NA,Empty,NA,NA,NA,0,0,06/29/2020,NA,Y,0.01,NA,NA,N,NA,NA,"gut black, empty",NA
